,qid,dob,dod,name,text
12896,Q124419,1929.0,2006.0,Henning Wolff,"Henning Wolff (* 20. September 1929 in Birkenwerder, Brandenburg; † 29. Dezember 2006 in Burg auf Fehmarn) war ein deutscher Journalist und Zeitungsverleger.

 Leben und Wirken 
Wolff stammte aus der "
13085,Q125530,1929.0,2013.0,Norbert Randow,"Norbert Randow (* 27. November 1929 in Strelitz; † 1. Oktober 2013 in Berlin) war ein deutscher Herausgeber und Übersetzer von bulgarischen, russischen, altkirchenslawischen und weißrussischen Schrift"
13091,Q125567,1928.0,2007.0,Alfred Bernhard Lau,"Alfred Bernhard Lau (* 5. August 1928 in Solingen; † 27. Februar 2007 in Fortín de las Flores, Veracruz) war ein deutscher Missionar und Kakteenforscher. Sein offizielles botanisches Autorenkürzel lau"
13173,Q126078,1929.0,,Dieter Medicus (Rechtswissenschaftler),"Dieter Medicus (* 9. Mai 1929 in Berlin-Steglitz) ist ein deutscher Rechtswissenschaftler.

 Leben 
Der Sohn eines Chemikers studierte ab 1949 Rechtswissenschaften in Berlin an der Humboldt-Universitä"
13222,Q126526,1930.0,,Manfred Bierwisch,"Manfred Bierwisch (* 28. Juli 1930 in Halle/Saale) ist ein deutscher Linguist.
 Leben 
Bierwisch studierte ab Anfang der 1950er Jahre Germanistik bei Theodor Frings, Ernst Bloch und Hans Mayer an der "
13224,Q126587,1926.0,2012.0,Walter Flamme,Walter Flamme (* Dezember 1926 in Dortmund; † 13. Mai 2012 in Frankfurt am MainTrauer um Schauspieler Walter Flamme Nachruf in: Frankfurter Neue Presse vom 15. Mai 2012) war ein deutscher Schauspieler
13227,Q126629,1929.0,2009.0,Gudrun Okras,"Gudrun Okras (* 8. Dezember 1929 in Berlin; † 23. Juli 2009 ebenda) war eine deutsche Theater- und Filmschauspielerin.

Anfang der 1950er Jahre begann Okras an der Berliner Vaganten Bühne als Schauspi"
13236,Q126713,1931.0,,Katrin Schaake,"Katrin Schaake (* 13. November 1931 in Hamburg) ist eine deutsche Schauspielerin.

 Leben 
Schaake begann ihre Karriere 1959 mit einer Rolle in Aus dem Tagebuch eines Frauenarztes mit Rudolf Prack in "
13271,Q126990,1933.0,,Corny Collins,"Corny Collins (* 18. Dezember 1933 in Berlin; eigentlich Gisela Szymanski) ist eine deutsche Theater- und Filmschauspielerin sowie Synchronsprecherin.

 Leben 
Nach der Schule absolvierte Corny Collin"
14080,Q151836,1928.0,2000.0,Friedensreich Hundertwasser,"Friedensreich Regentag Dunkelbunt Hundertwasser (December 15, 1928 – February 19, 2000) was an Austrian artist and architect. Born Friedrich Stowasser in Vienna, he became one of the best-known contem"
14368,Q159609,1926.0,2002.0,Prince Claus of the Netherlands,"Claus George Willem Otto Frederik Geert van Amsberg (né Klaus-Georg Wilhelm Otto Friedrich Gerd von Amsberg; 6 September 1926 – 6 October 2002), later Prince Claus of the Netherlands, was the husband "
14485,Q162703,1928.0,,Jěwa Wórša Lanzyna,"miniatur|Stele am ehemaligen Ball- und Gesellschaftshaus in Hoyerswerda
Jěwa Wórša Lanzyna (deutsch Eva-Ursula Lange; * 11. September 1928 in Niederkaina) ist eine sorbische Malerin, Grafikerin, Keram"
15110,Q173561,1934.0,,Michael May (racing driver),"Michael May (born 18 August 1934 in Stuttgart, Germany) is a former racing driver from Switzerland. He participated in three Formula One World Championship Grands Prix, debuting on 14 May 1961. He sco"
16868,Q213553,1926.0,2007.0,Raul Hilberg,"Raul Hilberg (June 2, 1926 – August 4, 2007) was an Austrian-born American political scientist and historian. He was widely considered to be the world's preeminent scholar of the Holocaust, and his th"
16905,Q213844,1926.0,,Judith Malina,"Judith Malina (born June 4, 1926) is a German-born American theater and film actress, writer, and director. She co-founded The Living Theatre, a radical political theatre troupe that rose to prominenc"
16953,Q214197,1928.0,,Hans-Georg Wieck,"Hans-Georg Wieck ( born March 28, 1928 in Hamburg ) is a former German diplomat and was president of the German federal intelligence service Bundesnachrichtendienst (BND).

 Life 
Wieck studied histor"
16999,Q214523,1928.0,,William W. Hallo,"William Wolfgang Hallo (born 1928) was professor of Assyriology and Babylonian Literature and curator of the Babylonian collection at Yale University.

Hallo was a Master of Morse College, one of the "
17026,Q214747,1928.0,2008.0,Ernest Beutler,"Ernest Beutler (September 30, 1928 – October 5, 2008) was a German-born American hematologist and biomedical scientist.  He made important discoveries about the causes of a number of diseases, includi"
17081,Q215024,1930.0,2007.0,Bernard Pagel,"Bernard Ephraim Julius Pagel FRS (January 4, 1930 – July 14, 2007) was a British astrophysicist best known for his work on the measurement and interpretation of elemental abundances in stars and galax"
17182,Q215823,1927.0,2006.0,Eric Schopler,"Eric Schopler (February 8, 1927 – July 7, 2006) was a German born American psychologist whose pioneering research into autism led to the foundation of the TEACCH program.

Personal life
Eric Schopler "
17217,Q216046,1926.0,,Stef Wertheimer,"Stefan ""Stef"" Wertheimer (, born 16 July 1926) is a German-born Israeli business magnate, philanthropist and former politician. He is a former Member of the Knesset, and is well known for founding ind"
17231,Q216174,1930.0,,Rudy Boschwitz,"Rudolph Ely ""Rudy"" Boschwitz (born November 7, 1930) is a former Independent-Republican United States Senator from Minnesota. He served in the Senate from December 1978 to January 1991, in the 96th, 9"
17255,Q216411,1928.0,1996.0,Gerhard Durlacher,"Gerhard Leopold Durlacher (* 10. Juli 1928 in Baden-Baden; † 2. Juli 1996 in Haarlem) war ein niederländischer Schriftsteller und Soziologe. Er war ein Überlebender des Holocaust.

 Leben und Wirken 
"
17267,Q216549,1926.0,2007.0,Rivka Horwitz,Rivka Horwitz (* im November 1926 in Bad Homburg vor der Höhe als Rivka Goldschmidt; † 4. Januar 2007 in Jerusalem) war eine israelische Philosophin und Professorin für Philosophie und Jüdische Geiste
17268,Q216556,1929.0,2014.0,Benyamin Maoz,"Benyamin Maoz (* 31. Oktober 1929 in Kassel als Hans Bernhard Mosbacher; † 28. August 2014 in Tel Aviv) war ein israelischer Psychiater und Psychotherapeut.

 Leben 
Maoz entstammte einer alteingesess"
18393,Q238704,1931.0,2013.0,Peter Gilmore,"John Peter Gilmore (25 August 1931 – 3 February 2013), known as Peter Gilmore, was a British actor, best known for his portrayal of Captain James Onedin in 91 episodes of the BBC television period dra"
18562,Q241005,1928.0,,Christa Ludwig,"Christa Ludwig (born 16 March 1928) is a retired German lyric mezzo-soprano, distinguished for her performances of opera, Lieder, oratorio, and other major religious works like masses and passions, an"
19056,Q251588,1930.0,,Manfred Zetzsche,"Manfred Zetzsche (Altenburg, 10 February 1930) is a German actor.

Selected filmography
 Between Day and Night (1975)
 Where Others Keep Silent (1984)

Bibliography
 Frank-Burkhard Habel and Volker Wa"
21780,Q286174,1927.0,1984.0,Siegfried Köhler (Komponist),"Siegfried Köhler (* 2. März 1927 in Meißen; † 14. Juli 1984 in Ost-Berlin) war ein deutscher Komponist in der DDR.

Während des Zweiten Weltkrieges engagierte er sich musikalisch in einer Spielschar d"
23389,Q314033,1929.0,2005.0,Harald Juhnke,"thumb|Harald Juhnke
Harald Juhnke (pronounced ""you-nka"") (10 June 1929 in Berlin-Charlottenburg – 1 April 2005 in Rüdersdorf near Berlin), actually Harry Heinz Herbert Juhnke, was a well-known German "
23509,Q315131,1930.0,,Christoph Albrecht,"Christoph Albrecht  (born 4 January 1930, Salzwedel) is a German organist, conductor, composer, musicologist, and music educator. He has toured extensively as an organist, appearing in concerts and re"
23621,Q316558,1933.0,,Lothar Knörzer,"thumb|right|Lothar Knörzer (right) with Manfred Steinbach, 1957
Lothar Knörzer (born 4 August 1933 in Karlsruhe) is a West German athlete who competed mainly in the 100 metres.

He competed for the Un"
24220,Q322114,1929.0,,Eugene Braunwald,"Eugene Braunwald (born August 15, 1929 in Vienna, Austria) is an American cardiologist. Braunwald was born to Jewish parents Wilhelm Braunwald and Clara Wallach in Vienna. Braunwald was inspired to pu"
24417,Q324002,1929.0,,Ernst Mahle,"Ernst Mahle (born January 3, 1929 in Stuttgart, Germany) is a Brazilian composer and orchestra conductor.

Mahle studied music with Johann Nepomuk David in Stuttgart before coming to Brazil in 1951, a"
24524,Q324887,1927.0,2010.0,Ludwig Wilding,"Ludwig Wilding (19 May 1927 – 4 January 2010) was a German artist whose work is associated with Op art and Kinetic art.  Wilding was born in Grünstadt, Germany.  He studied at the University of Mainz "
25093,Q329404,1929.0,,Hans-Joachim Weyland,"mini| Hans-Joachim Weyland (1974)
Hans-Joachim Weyland (* 29. September 1929 in Oberhausen) ist ein ehemaliger deutscher Fußballschiedsrichter.

 Leben 
Weyland leitete zwischen 1963 und 1976 insgesam"
26269,Q343544,1927.0,,Paul Angerer,"Paul Angerer (born 16 May 1927 in Vienna) is an Austrian violist, conductor and composer.

 Life 
Angerer studied music theory and composition with Friedrich Reidinger and Alfred Uhl, and conducting w"
26563,Q347615,1929.0,,Adalbert Podlech,"Adalbert Podlech (* 26. September 1929 in EuskirchenMartin Gregor-Dellin (Hrsg.): PEN Bundesrepublik Deutschland: Seine Mitglieder, seine Geschichte, seine Aufgaben. Goldmann, München 1978, S. 160.) i"
26639,Q348530,1930.0,,Edi Ziegler,"Edi Ziegler (born 25 February 1930) is a German former road racing cyclist. He won the bronze medal in the men's individual road race at the 1952 Summer Olympics in Helsinki, Finland, behind two Belgi"
27775,Q360893,1926.0,2012.0,Adolf Bechtold,"Adolf Bechtold  (20 February 1926 – 8 September 2012) was a German football player. He played his entire career with Eintracht Frankfurt winning the Championship with the Main siders.
The instrument m"
27862,Q361600,1929.0,2011.0,Adolf Freiherr Spies von Büllesheim,"Adolf Freiherr Spies von Büllesheim (* 4. Juni 1929 auf Haus Hall in Ratheim; † 12. Februar 2011 Ratheim-Neuhall) war ein deutscher Jurist, Landwirt und Politiker (CDU).

 Familie 
Adolf stammte aus d"
28319,Q365433,1926.0,,Adolph Kurt Böhm,"mini|Adolph Kurt Böhm im Januar 2004
Adolph Kurt Böhm (* 27. Juli 1926 in Oberlangenstadt bei Kronach) ist ein deutscher Komponist, Pianist, Liedbegleiter, Maler und Schriftsteller.

 Leben 
Adolph Ku"
32910,Q446684,1927.0,1978.0,Liane Augustin,[[File:Eurovision Song Contest 1958 - Liane Augustin 2.png|thumb|300px|Liane Augustin at the Eurovision Song Contest 1958]]Liane Augustin (18 November 1927 – 30 April 1978) was a German Austrian singe
33896,Q454650,1929.0,1995.0,Horst Janssen,"Horst Janssen (14 November 192931 August 1995) was a German draftsman, printmaker, poster artist and illustrator. He had a prolific output of drawings, etchings, woodcuts, lithographs and wood engravi"
33968,Q455115,1928.0,2014.0,Otto Piene,"Otto Piene (18 April 1928 – 17 July 2014) was a German artist. He lived and worked in Düsseldorf and Groton, Massachusetts.

Biography
[[Image:Otto Piene.jpg|220px|220px|right|thumbnail|Otto Piene by "
34080,Q455823,1927.0,,Hans Schäfer,"Hans Schäfer (born 19 October 1927 in Zollstock, Cologne) is a former German footballer. He played for 1. FC Köln between 1948 and 1965. He also played for the West-Germany national football team, ear"
35627,Q467166,1931.0,2001.0,Hans Rampf,"Johannes Rampf (February 2, 1931 in Bad Tölz, Germany – May 6, 2001) was a German ice hockey player. He participated at the 1956 Winter Olympics and 1960 Winter Olympics. He was inducted into the Inte"
35868,Q469159,1934.0,,Ingrid Lotz,"thumb|right|Ingrid Lotz (1969)

Ingrid Lotz (born March 11, 1934 in Malliß near Ludwigslust) is an East German athlete who competed mainly in the discus throw event.

She competed for the United Team "
37356,Q495297,1934.0,2009.0,Horst Szymaniak,"Horst ""Schimmi"" Szymaniak (born 29 August 1934 in Oer-Erkenschwick – died 9 October 2009 in Melle) was a former German football player.

 Career 
Clubs he played for include: SpVgg Erkenschwick, Wuppe"
37429,Q496155,1928.0,2010.0,Andreas Bindl,"Andreas Bindl (* 20. August 1928 in Grünthal bei Rosenheim/Oberbayern; † 7. Januar 2010 in Faistenhaar)Galerie Josephski-Neukum: Andreas Bindl war ein deutscher Bildhauer.

Nach einer Schreinerwerksle"
39170,Q515743,1927.0,2008.0,Heinz Wewers,"Heinz Wewers (27 July 1927 – 29 August 2008) was a German footballer.

During his career he played for Rot-Weiss Essen,http://www.weltfussball.de/spieler_profil/heinz-wewers/ and earned 12 caps and sc"
39262,Q516790,1932.0,,Horst Eckel,"Horst Eckel (born 8 February 1932) is a former German footballer.

In the 1954 FIFA World Cup qualifying, Eckel became the first substitute in the history of football. He was part of the West German t"
39425,Q518517,1932.0,,Gerhart Baum,"Gerhart Rudolf Baum (b. October 28, 1932 in Dresden) is a German politician of the Free Democratic Party (FDP) and a lawyer.

 Selected works
Die Finanzkrise und ihre Folgen für die Bevölkerung. Anfor"
39897,Q523392,1927.0,2007.0,Jupp Derwall,"Josef ""Jupp"" Derwall (10 March 1927, Würselen, Rhine Province – 26 June 2007, St. Ingbert, Saarland) was a German football player and coach. Derwall was manager of the Germany national football team b"
41980,Q545702,1926.0,,Alice Shalvi,"Alice Shalvi (Hebrew: אליס שלוי, born October 16, 1926) is an Israeli professor and educator. She plays a leading role in progressive Jewish education for girls and advancing the status of women.

 Bi"
43657,Q563515,1929.0,,Arnulf Rainer,"right|thumb|Arnulf Rainer in 1994
thumb|Rainer in a 1979 documentary by Herbert Brödl. ""Arnulf Rainer - Sternsucher"", 40 min., Documentary by Herbert Brödl, 1994 (Austria), IMDb.com
Arnulf Rainer (bor"
43794,Q566116,1926.0,,Annelies Dietl,"Annelies Dietl (* 1926 in Regensburg) ist eine deutsche Religionspädagogin. 

Sie ist Autorin von zahlreichen religiösen und nicht-religiösen Kinderbüchern und Geschichtensammlungen sowie freie Mitarb"
43801,Q566160,1926.0,2008.0,Anneliese Langenbach,"miniatur|hochkant=1|Anneliese Langenbach, 1996
Anneliese Langenbach (* 9. Februar 1926 in Düsseldorf; † 18. Dezember 2008 in Grevenbroich; geborene Müller) war eine deutsche Keramikerin und Bildhaueri"
43802,Q566164,1929.0,2006.0,Anneliese Lussert,"Anneliese Lussert (* 1. April 1929 in Marktbreit; † 7. Dezember 2006 in Lohr am Main) war eine deutsche Wirtin und fränkische Mundartdichterin.

 Leben 
Der Zweite Weltkrieg verschlug Anneliese Lusser"
43804,Q566178,1926.0,2011.0,Anneliese Probst,"Anneliese Probst (Ehename in 2. Ehe: Anneliese Seidler, * 23. März 1926 in Düsseldorf; † 10. Oktober 2011 in Holleben) war eine deutsche Schriftstellerin. 

 Leben 
Anneliese Probst lebte seit 1933 mi"
43806,Q566197,1929.0,,Anneliese Seonbuchner,"Anneliese Seonbuchner (* 13. September 1929 in Nürnberg) ist eine ehemalige deutsche Leichtathletin und Olympiateilnehmerin, die in den 1950er Jahren insbesondere im 80-Meter-Hürdenlauf erfolgreich wa"
43831,Q566373,1928.0,,Annemarie Zdarsky,"Annemarie Zdarsky (* 3. März 1928 in Ligist, Steiermark) ist eine österreichische Politikerin (SPÖ).

 Leben 
Annemarie Zdarsky wuchs in Leibnitz auf, wo sie bis 1942 die Volks- und Hauptschule absolv"
43873,Q566824,1934.0,,Lothar Milde,"Lothar Milde (born 8 November 1934) was an East German athlete who competed mainly in the discus throw.

Biography
Milde competed at three Olympic GamesSports Reference: Biography and Statistics for L"
44242,Q573499,1926.0,1993.0,Anthony Kramreither,"Anthony Kramreither (* 7. August 1926 in Wien, gebürtig Anton 'Toni' Kramreither; † 8. Februar 1993) war ein österreichisch-stämmiger Filmproduzent und Schauspieler in Kanada.

 Leben 
Anton „Toni“ Kr"
44933,Q588203,1927.0,,Anton Bayr (Politiker),"Anton Bayr (* 18. November 1927 in Zederhaus) war ein österreichischer Politiker (ÖVP) und Bezirksschulinspektor. Er war zwischen 1981 und 1993 Abgeordneter zum Nationalrat.

 Ausbildung und Beruf 
Ba"
45168,Q591718,1928.0,,Anton Maria Keim,"miniatur|Anton Maria Keim (2010)
Anton Maria Keim (* 16. August 1928 in Mainz-Hechtsheim) ist ein deutscher Historiker und Autor.

 Leben 
[[File:Bundesarchiv Bild 183-Z1122-302, Berlin, Anna Seghers,"
45206,Q592221,1928.0,2013.0,Anton Nordhausen,"Anton Nordhausen (* 10. April 1928 in Gangelt; † 10. März 2013 ebenda) war ein deutscher Kommunalpolitiker und ehrenamtlicher Landrat (CDU).

 Leben und Beruf 
Nach dem Schulbesuch studierte er Rechts"
46502,Q614941,1928.0,2000.0,Karl Robatsch,"Karl Robatsch (October 14, 1929, Klagenfurt – September 19, 2000)Wiener Zeitung obituary, 29 September 2000  was a leading Austrian chess player and a noted botanist.

He moved to Graz at the age of 1"
46772,Q622940,1929.0,2006.0,Roger Rössing,"miniatur|hochkant|Roger Rössing (1950)
miniatur|Roger Rössing bei der Arbeit (1951)
miniatur|Leipzig während der Herbstmesse 1951 fotografiert von Roger Rössing
[[Datei:GrabstätteRössing.JPG|miniatur|"
46773,Q622945,1929.0,2005.0,Renate Rössing,"miniatur|Renate Rössing (1950)
miniatur|hochkant|Renate Rössing (1954)
miniatur|Renate Rössing bei der Arbeit (1950)
[[Datei:GrabstätteRössing.JPG|miniatur|Grabstätte Renate und Roger Rössing auf dem "
47012,Q630421,1931.0,,Ferry Graf,"Ferry Graf (born 14 December 1931 in Ternitz) is an Austrian singer, who is now a Finnish citizen.

Career
In 1959, Graf was selected by the Austrian broadcaster Österreichischer Rundfunk (ORF) to rep"
47217,Q635373,1931.0,,Harry Kesten,"thumb|200px|Harry Kesten, 1970.
Harry Kesten (19 November 1931, Germany) is an American mathematician best known for his work in probability, most notably on random walks and percolation theory.

 Bio"
48085,Q657139,1931.0,1997.0,Klaus Wunderlich,"Klaus Wunderlich (June 18, 1931 - October 28, 1997) was a German musician.

Wunderlich was born in Chemnitz and died in Engen from a heart attack. 

Wunderlich played the Hammond organ during the firs"
48125,Q658016,1928.0,,Fritz Herkenrath,"Friedrich ""Fritz"" Herkenrath (born 9 September 1928 in Cologne) is a former football goalkeeper for Germany at the 1958 FIFA World Cup. He earned 21 caps between 1954 and 1958.

He took his club team "
49251,Q682238,1933.0,2011.0,Emil Reinecke,"miniatur|hochkant|Emil Reinecke (1955)
Emil Reinecke (* 26. April 1933 in Einbeck; † 4. Mai 2011 in Delmenhorst) war ein deutscher Radrennfahrer. Er startete sowohl in der Bundesrepublik als auch in d"
49588,Q688923,1930.0,2001.0,Erwin Thaler,"Erwin Thaler (born May 21, 1930 in Innsbruck - November 29, 2001) is an Austrian bobsledder who competed in the 1960s. He won two silver medals in the four-man event at the 1964 and 1968 Winter Olympi"
49815,Q693941,1926.0,2012.0,Arnim Henglein,"Arnim Henglein (* 23. Mai 1926 in Köln; † 5. Januar 2012Anzeige der TU Berlin im Tagesspiegel, 5. Februar 2012) war ein deutscher Chemiker, der sich insbesondere mit Arbeiten zur Radiochemie und physi"
49906,Q695094,1926.0,,Alfred Körner,"Alfred Körner (born 14 February 1926) is an Austrian former footballer.

Club career
He had a very successful career with SK Rapid Wien and also played for FK Admira Wien (now VfB Admira Wacker Mödlin"
49966,Q695797,1929.0,1992.0,Helmut Seibt,"Hellmut Seibt (born 25 June 1929 – 21 July 1992) was an Austrian figure skater. He was the 1952 Olympic silver medalist, 1951 World bronze medalist, a two-time European champion (1951–52), and three-t"
49975,Q695948,1926.0,2013.0,Arnold Petersen (Intendant),"Arnold Petersen (* 30. November 1926 in Lübeck; † 30. August 2013 in Volterra, Toskana, ItalienMannheim: Trauer um Arnold Petersen im Morgenweb vom 30. August 2013.) war ein deutscher Dramaturg und In"
50046,Q697373,1926.0,1980.0,Ernst Ocwirk,"Ernst Ocwirk (7 March 1926 – 23 January 1980) was an Austrian football player and coach. He is regarded as one of the greatest Austrian footballers of all time.

He spent the majority of his playing a"
50052,Q697624,1927.0,1994.0,Christian Pravda,"Christian Pravda (March 8, 1927 – November 11, 1994) was an alpine ski racer. 

He was born in Kufstein, Austria. 

At age 20, he participated in the 1948 Winter Olympics in the slalom, but was disqua"
50055,Q697674,1928.0,,René Clemencic,"René Clemencic (Vienna, 27 February 1928) is an Austrian composer, recorder player, harpsichordist, conductor and clavichord player.International who's who in classical music Europa Publications Limit"
50056,Q697699,1927.0,2009.0,Arnulf Liebing,"Arnulf Liebing (* 3. Juni 1927 in Leipzig; † 12. November 2009 in Würzburg) war ein deutscher Antiquar, Autor und Programmierer.

 Leben 
Nach Kriegsdienst und Gefangenschaft machte er ab 1946 eine Au"
50148,Q698967,1929.0,2010.0,Paul Hatry,"Paul Hatry (* 29. Oktober 1929 in Frankfurt am Main; † 16. August 2010) war ein belgischer Universitätsprofessor und Politiker der Mouvement Réformateur (MR). Hatry, ehemaliger Professor an der Univer"
50177,Q699412,1933.0,,Otto Barić,"Otto Barić (born 19 June 1933 in Eisenkappel, near Klagenfurt) is a Croatian-Austrian football manager. Sport.pl: Otto Barić zawieszony na trzy mecze FutbalPortal.sk: Trenčín rokuje s trénerom Rehhage"
50235,Q700338,1927.0,,Theodor Wagner,"Theodor ""Turl"" Wagner (born 6 August 1927) is a former Austrian footballer.

International career
He made his debut for Austria in a November 1946 friendly match against Switzerland and was a particip"
50263,Q700955,1929.0,2004.0,Rudolf Dietrich,"Rudolf Dietrich (August 13, 1929 in Innsbruck - September 11, 2004 in Seefeld, Tyrol) Sports ref retrieved 10th September 2010 was an Austrian ski jumper who competed from 1952 to 1956. He finished 21"
50287,Q701284,1934.0,,Alois Mock,"right|thumb|Alois Mock in 1983

Alois Mock (born 10 June 1934) is a politician and member of the Austrian People's Party (ÖVP). He was Vice Chancellor of Austria from 1987 to 1989. As foreign minister"
54419,Q750563,1928.0,2011.0,Astrid Gehlhoff-Claes,"Astrid Gehlhoff-Claes (geboren als Astrid Claes, * 6. Januar 1928 in Leverkusen; † 1. Dezember 2011 in Düsseldorf) war eine deutsche Schriftstellerin.

 Leben 
Astrid Gehlhoff-Claes wurde als Tochter "
54676,Q761367,1929.0,2008.0,August Gebeßler,"August Gebeßler (* 4. Februar 1929 in Ortenburg; † 31. Juli 2008 in Stuttgart) war ein deutscher Kunsthistoriker, Präsident des Landesdenkmalamtes Baden-Württemberg und von 1983 bis 1987 Vorsitzender "
55239,Q768883,1929.0,,Augustinus Karl Wucherer-Huldenfeld,"Augustinus Karl Wucherer-Huldenfeld OPraem (* 1. Juli 1929 in Gleinstätten) ist ein österreichischer Theologe und Philosoph.

 Leben 
Er ist Chorherr und Priester und gehört seit 1956 dem Stift Geras "
56977,Q809267,1929.0,2009.0,Barthel Hrouda,"Barthel-Fritz Hrouda (* 28. Juni 1929 in Berlin; † 19. Juli 2009 in Germering) war ein deutscher Vorderasiatischer Archäologe.

Barthel Hrouda wurde als Sohn des Verwaltungsinspektors Fritz H. Hrouda "
57183,Q816403,1926.0,2006.0,Ben-Zion Orgad,"Ben-Zion Orgad (Hebrew: בן ציון אורגד, originally Ben-Zion Büschel; b. Gelsenkirchen, Germany, 21 August 1926; d. Tel Aviv, Israel, 28 April 2006) was an Israeli composer.  

His family emigrated to M"
57443,Q818382,1928.0,,Benvenuto-Paul Friese,"Benvenuto-Paul Friese (* 19. Juli 1928 in Steinhude/Hannover), gelernter Drogist, Kaufmann, ist ein rechtsextremer Politiker (DVU, DLVH).
Vom 5. Mai 1992 bis 23. April 1996 war er Landtagsabgeordneter"
57509,Q822117,1927.0,,Berna Kirchner,"Berna Kirchner, geb. Wittmers (* 13. April 1927 in Büren), ist eine deutsche Germanistin, Pädagogin, Unternehmerin und Kunstsammlerin.

 Leben und Werk 

Berna Wittmers wurde als Tochter des Stadtrent"
57554,Q822457,1928.0,2007.0,Bernard Henrichs,"Bernard Henrichs (* 10. November 1928 in Opladen; † 27. März 2007 in Köln) war ein katholischer Priester, der durch seinen Humor, seine Schlagfertigkeit und seine Menschlichkeit, mit der er den sprich"
57854,Q824835,1929.0,2013.0,Bernhard Bußmann,"Bernhard Bußmann (* 1. Juli 1929 in Essen; † 22. November 2013 in Lüdenscheid) war ein deutscher Politiker (SPD).

 Leben und Beruf 
Bußmann wurde als Sohn eines Tabakwarenvertreters geboren. Von 1940"
57858,Q824855,1930.0,2008.0,Bernhard Caesar Einstein,"Bernard Caesar Einstein (July 10, 1930 – September 30, 2008)SSDI was a German-born Swiss-American physicist, the son of Hans Albert Einstein. Of the four known biological grandchildren of Albert Einst"
58029,Q826040,1928.0,2004.0,Bernhard Termath,"Bernhard Termath (August 26, 1928 – March 24, 2004) was a German football coach and former player.

From 1949 - 1955 he played for Rot-Weiss Essen, and then for Karlsruher SC. He earned 7 caps and sco"
58036,Q826065,1926.0,2012.0,Bernhard Töpfer,"Bernhard Töpfer (* 31. Mai 1926 in Niesky; † 20. Juli 2012 in Berlin) war ein deutscher Historiker.

Nach kurzer Kriegsteilnahme und Gefangenschaft in Russland legte Bernhard Töpfer 1947 das Abitur ab"
58060,Q826194,1930.0,,Bernhard Worms,"Bernhard Worms (* 14. März 1930 in Stommeln) ist ein deutscher Politiker der CDU.

 Ausbildung und Beruf 
Nach seinem Abitur und einer Lehre als Eisenhüttenkaufmann studierte er Betriebswirtschaftsleh"
58174,Q827961,1927.0,,Berthold Keller,"Berthold Keller (* 8. Februar 1927 in Konstanz) ist ein deutscher Gewerkschafter. Er war von 1978 bis 1990 Vorsitzender der Gewerkschaft Textil-Bekleidung.

Nach der Volksschule machte Keller eine Leh"
58218,Q828455,1929.0,1992.0,Bertram Hartard jun.,"Bertram Hartard junior (* 11. Dezember 1929 in Speyer; † 1992) war ein deutscher Politiker (CDU).

Hartard war das älteste von sechs Kindern von Bertram Hartard sen. und Anna Hartard, geborene Mohr.

"
58433,Q833969,1927.0,,Karl-Heinz Adler,"Karl-Heinz Adler (* 20. Juni 1927 in Remtengrün) ist ein deutscher Bildhauer und Konzeptkünstler.

 Biographie 
Adler wurde in Remtengrün im Vogtland geboren und wuchs dort in einfachen Verhältnissen "
58444,Q834260,1932.0,2012.0,Karl-Heinz Spickenagel,"Karl-Heinz Spickenagel (17 January 1932 – 19 March 2012) was a German footballer.

References

External links
International career

Category:1932 births
Category:2012 deaths
Category:German footballer"
58518,Q836022,1926.0,,Meier Schwarz,"Meier Schwarz (born 1926 in Nuremberg) is an Israeli former plant physiologist.

Schwarz is the child of Jewish parents. His father, Ludwig Schwarz, merchant, born in Egenhausen/Ansbach, was a German "
59216,Q862130,1928.0,1996.0,Bill Grah,"Bill Grah (* 24. Juni 1928 in Bergisch Gladbach als Wilhelm Josef Grah; † 17. September 1996 in Wien) war ein deutscher Jazzmusiker (Pianist und Vibraphonist), der überwiegend in Österreich tätig war."
59588,Q871021,1929.0,2008.0,Josef Mikl,"Josef Mikl (August 8, 1929 – March 29, 2008) was an Austrian abstract painter of the Informal style.

Biography
Born in Vienna, he received his first training at the Graphische Lehr- und Versuchsansta"
59712,Q873511,1932.0,,Peter Dreher,"Peter Dreher (born August 26, 1932 in Mannheim, Baden-Württemberg, Germany) is a German artist. As professor emeritus of painting, he has influenced a generation of internationally acclaimed artists, "
60220,Q881895,1927.0,2007.0,Blasius Gerg,"Blasius Gerg (* 16. Januar 1927 in Lenggries; † 17. Mai 2007 in Haslachhttp://www.kirchenundkapellen.de/kirchen/gergblasius.htm) war ein deutscher akademischer Bildhauer der Münchner Schule.

Er erhie"
60310,Q884308,1934.0,,Hans Huber (boxer),"Hans Huber (born 1 January 1934) is a boxer from Germany. He was born in Regensburg, Germany.

He competed for Germany in the 1964 Summer Olympics held in Tokyo, Japan and reached the final but lost t"
60793,Q889976,1928.0,,Bodo Scheurig,"Bodo Scheurig (* 1928 in Berlin) ist ein deutscher Historiker und Autor.

Bodo Scheurig studierte nach sowjetischer Kriegsgefangenschaft Neuere Geschichte und Philosophie an der Freien Universität Ber"
61338,Q903471,1930.0,,Martin Karplus,"Martin Karplus (born March 15, 1930) is an Austrian-born American theoretical chemist. He is the Theodore William Richards Professor of Chemistry, emeritus at Harvard University. He is also Director o"
